  set traces hits average
    1    226  100 226.000
    2    210  100 218.000
    3    207  100 214.333
    4    279  100 230.500
    5    208  100 226.000
    6    336  100 244.333
    7    221  100 241.000
    8    202  100 236.125
    9    197  100 231.778
   10    418  100 250.400
   11    287  100 253.727
   12    222  100 251.083
   13    346  100 258.385
   14    246  100 257.500
   15    204  100 253.933
   16    312  100 257.562
   17    389  100 265.294
   18    255  100 264.722
   19    225  100 262.632
   20    201  100 259.550
   21    236  100 258.429
   22    251  100 258.091
   23    198  100 255.478
   24    212  100 253.667
   25    303  100 255.640
   26    247  100 255.308
   27    216  100 253.852
   28    261  100 254.107
   29    227  100 253.172
   30    213  100 251.833
   31    207  100 250.387
   32    198  100 248.750
   33    245  100 248.636
   34    227  100 248.000
   35    319  100 250.029
   36    252  100 250.083
   37    233  100 249.622
   38    255  100 249.763
   39    300  100 251.051
   40    356  100 253.675
   41    205  100 252.488
   42    214  100 251.571
   43    214  100 250.698
   44    262  100 250.955
   45    237  100 250.644
   46    194  100 249.413
   47    229  100 248.979
   48    532  100 254.875
   49    235  100 254.469
   50    207  100 253.520
   51    295  100 254.333
   52    363  100 256.423
   53    299  100 257.226
   54    228  100 256.685
   55    300  100 257.473
   56    318  100 258.554
   57    404  100 261.105
   58    223  100 260.448
   59    266  100 260.542
   60    196  100 259.467
   61    231  100 259.000
   62    397  100 261.226
   63    299  100 261.825
   64    270  100 261.953
   65    248  100 261.738
   66    239  100 261.394
   67    210  100 260.627
   68    229  100 260.162
   69    244  100 259.928
   70    287  100 260.314
   71    243  100 260.070
   72    269  100 260.194
   73    216  100 259.589
   74    279  100 259.851
   75    226  100 259.400
   76    314  100 260.118
   77    204  100 259.390
   78    292  100 259.808
   79    245  100 259.620
   80    188  100 258.725
   81    266  100 258.815
   82    244  100 258.634
   83    290  100 259.012
   84    186  100 258.143
   85    237  100 257.894
   86    220  100 257.453
   87    311  100 258.069
   88    282  100 258.341
   89    267  100 258.438
   90    305  100 258.956
   91    427  100 260.802
   92    264  100 260.837
   93    261  100 260.839
   94    404  100 262.362
   95    302  100 262.779
   96    365  100 263.844
   97    242  100 263.619
   98    233  100 263.306
   99    214  100 262.808
  100    263  100 262.810
  101    223  100 262.416
  102    235  100 262.147
  103    250  100 262.029
  104    210  100 261.529
  105    242  100 261.343
  106    219  100 260.943
  107    337  100 261.654
  108    238  100 261.435
  109    334  100 262.101
  110    240  100 261.900
  111    257  100 261.856
  112    203  100 261.330
  113    232  100 261.071
  114    269  100 261.140
  115    316  100 261.617
  116    248  100 261.500
  117    208  100 261.043
  118    242  100 260.881
  119    221  100 260.546
  120    240  100 260.375
  121    209  100 259.950
  122    221  100 259.631
  123    216  100 259.276
  124    274  100 259.395
  125    299  100 259.712
  126    245  100 259.595
  127    245  100 259.480
  128    214  100 259.125
  129    241  100 258.984
  130    205  100 258.569
  131    220  100 258.275
  132    221  100 257.992
  133    212  100 257.647
  134    357  100 258.388
  135    303  100 258.719
  136    338  100 259.301
  137    272  100 259.394
  138    202  100 258.978
  139    213  100 258.647
  140    232  100 258.457
  141    203  100 258.064
  142    287  100 258.268
  143    205  100 257.895
  144    268  100 257.965
  145    214  100 257.662
  146    366  100 258.404
  147    208  100 258.061
  148    245  100 257.973
  149    281  100 258.128
  150    257  100 258.120
  151    317  100 258.510
  152    191  100 258.066
  153    265  100 258.111
  154    295  100 258.351
  155    216  100 258.077
  156    353  100 258.686
  157    224  100 258.465
  158    255  100 258.443
  159    258  100 258.440
  160    198  100 258.062
  161    222  100 257.839
  162    251  100 257.796
  163    273  100 257.890
  164    241  100 257.787
  165    265  100 257.830
  166    333  100 258.283
  167    254  100 258.257
  168    233  100 258.107
  169    206  100 257.799
  170    238  100 257.682
  171    303  100 257.947
  172    204  100 257.634
  173    330  100 258.052
  174    224  100 257.856
  175    220  100 257.640
  176    238  100 257.528
  177    211  100 257.266
  178    285  100 257.421
  179    235  100 257.296
  180    222  100 257.100
  181    244  100 257.028
  182    239  100 256.929
  183    196  100 256.596
  184    223  100 256.413
  185    265  100 256.459
  186    275  100 256.559
  187    289  100 256.733
  188    321  100 257.074
  189    277  100 257.180
  190    219  100 256.979
  191    189  100 256.623
  192    198  100 256.318
  193    231  100 256.187
  194    202  100 255.907
  195    259  100 255.923
  196    299  100 256.143
  197    339  100 256.563
  198    269  100 256.626
  199    377  100 257.231
  200    216  100 257.025
  201    268  100 257.080
  202    253  100 257.059
  203    221  100 256.882
  204    241  100 256.804
  205    260  100 256.820
  206    337  100 257.209
  207    266  100 257.251
  208    289  100 257.404
  209    260  100 257.416
  210    322  100 257.724
  211    259  100 257.730
  212    251  100 257.698
  213    338  100 258.075
  214    206  100 257.832
  215    229  100 257.698
  216    229  100 257.565
  217    244  100 257.502
  218    284  100 257.624
  219    218  100 257.443
  220    208  100 257.218
  221    218  100 257.041
  222    216  100 256.856
  223    302  100 257.058
  224    313  100 257.308
  225    311  100 257.547
  226    305  100 257.757
  227    242  100 257.687
  228    205  100 257.456
  229    394  100 258.052
  230    213  100 257.857
  231    326  100 258.152
  232    226  100 258.013
  233    267  100 258.052
  234    223  100 257.902
  235    219  100 257.736
  236    172  100 257.373
  237    255  100 257.363
  238    255  100 257.353
  239    273  100 257.418
  240    291  100 257.558
  241    237  100 257.473
  242    375  100 257.959
  243    506  100 258.979
  244    254  100 258.959
  245    259  100 258.959
  246    202  100 258.728
  247    220  100 258.571
  248    276  100 258.641
  249    214  100 258.462
  250    200  100 258.228
  251    240  100 258.155
  252    362  100 258.567
  253    214  100 258.391
  254    369  100 258.827
  255    205  100 258.616
  256    241  100 258.547
  257    264  100 258.568
  258    236  100 258.481
  259    273  100 258.537
  260    191  100 258.277
  261    380  100 258.743
  262    256  100 258.733
  263    293  100 258.863
  264    354  100 259.223
  265    256  100 259.211
  266    279  100 259.286
  267    198  100 259.056
  268    220  100 258.910
  269    255  100 258.896
  270    240  100 258.826
  271    214  100 258.661
  272    228  100 258.548
  273    282  100 258.634
  274    254  100 258.617
  275    303  100 258.778
  276    195  100 258.547
  277    209  100 258.368
