Stability threshold: 100
Iteration threshold: 10
1
2
3
4
5
6
7
8
9
10	0	3	20	20	11	4	4	35	59
11	0	61	20	60	11	5	51	43	0
12	0	61	24	48	33	44	48	21	34
13	0	63	24	40	57	41	46	34	36
14	0	50	36	20	46	21	22	16	60
15	0	46	36	63	51	35	19	41	21
16	0	62	36	18	51	22	50	34	17
17	0	60	42	45	11	42	19	1	44
18	0	12	42	18	19	42	19	42	44
19	0	12	36	10	46	22	50	16	51
20	1	60	11	56	46	22	50	16	44
21	2	60	11	56	46	22	50	16	44
22	3	60	11	56	46	22	50	16	44
23	4	60	11	56	46	22	50	16	44
24	5	60	11	56	46	22	50	16	44
25	6	60	11	56	46	22	50	16	44
26	7	60	11	56	46	22	50	16	44
27	8	60	11	56	46	22	50	16	44
28	9	60	11	56	46	22	50	16	44
29	10	60	11	56	46	22	50	16	44
30	11	60	11	56	46	22	50	16	44
31	12	60	11	56	46	22	50	16	44
32	13	60	11	56	46	22	50	16	44
33	14	60	11	56	46	22	50	16	44
34	15	60	11	56	46	22	50	16	44
35	16	60	11	56	46	22	50	16	44
36	17	60	11	56	46	22	50	16	44
37	18	60	11	56	46	22	50	16	44
38	19	60	11	56	46	22	50	16	44
39	20	60	11	56	46	22	50	16	44
40	21	60	11	56	46	22	50	16	44
41	22	60	11	56	46	22	50	16	44
42	23	60	11	56	46	22	50	16	44
43	24	60	11	56	46	22	50	16	44
44	25	60	11	56	46	22	50	16	44
45	26	60	11	56	46	22	50	16	44
46	27	60	11	56	46	22	50	16	44
47	28	60	11	56	46	22	50	16	44
48	29	60	11	56	46	22	50	16	44
49	30	60	11	56	46	22	50	16	44
50	31	60	11	56	46	22	50	16	44
51	32	60	11	56	46	22	50	16	44
52	33	60	11	56	46	22	50	16	44
53	34	60	11	56	46	22	50	16	44
54	35	60	11	56	46	22	50	16	44
55	36	60	11	56	46	22	50	16	44
56	37	60	11	56	46	22	50	16	44
57	38	60	11	56	46	22	50	16	44
58	39	60	11	56	46	22	50	16	44
59	40	60	11	56	46	22	50	16	44
60	41	60	11	56	46	22	50	16	44
61	42	60	11	56	46	22	50	16	44
62	43	60	11	56	46	22	50	16	44
63	44	60	11	56	46	22	50	16	44
64	45	60	11	56	46	22	50	16	44
65	46	60	11	56	46	22	50	16	44
66	47	60	11	56	46	22	50	16	44
67	48	60	11	56	46	22	50	16	44
68	49	60	11	56	46	22	50	16	44
69	50	60	11	56	46	22	50	16	44
70	51	60	11	56	46	22	50	16	44
71	52	60	11	56	46	22	50	16	44
72	53	60	11	56	46	22	50	16	44
73	54	60	11	56	46	22	50	16	44
74	55	60	11	56	46	22	50	16	44
75	56	60	11	56	46	22	50	16	44
76	57	60	11	56	46	22	50	16	44
77	58	60	11	56	46	22	50	16	44
78	59	60	11	56	46	22	50	16	44
79	60	60	11	56	46	22	50	16	44
80	61	60	11	56	46	22	50	16	44
81	62	60	11	56	46	22	50	16	44
82	63	60	11	56	46	22	50	16	44
83	64	60	11	56	46	22	50	16	44
84	65	60	11	56	46	22	50	16	44
85	66	60	11	56	46	22	50	16	44
86	67	60	11	56	46	22	50	16	44
87	68	60	11	56	46	22	50	16	44
88	69	60	11	56	46	22	50	16	44
89	70	60	11	56	46	22	50	16	44
90	71	60	11	56	46	22	50	16	44
91	72	60	11	56	46	22	50	16	44
92	73	60	11	56	46	22	50	16	44
93	74	60	11	56	46	22	50	16	44
94	75	60	11	56	46	22	50	16	44
95	76	60	11	56	46	22	50	16	44
96	77	60	11	56	46	22	50	16	44
97	78	60	11	56	46	22	50	16	44
98	79	60	11	56	46	22	50	16	44
99	80	60	11	56	46	22	50	16	44
100	81	60	11	56	46	22	50	16	44
101	82	60	11	56	46	22	50	16	44
102	83	60	11	56	46	22	50	16	44
103	84	60	11	56	46	22	50	16	44
104	85	60	11	56	46	22	50	16	44
105	86	60	11	56	46	22	50	16	44
106	87	60	11	56	46	22	50	16	44
107	88	60	11	56	46	22	50	16	44
108	89	60	11	56	46	22	50	16	44
109	90	60	11	56	46	22	50	16	44
110	91	60	11	56	46	22	50	16	44
111	92	60	11	56	46	22	50	16	44
112	93	60	11	56	46	22	50	16	44
113	94	60	11	56	46	22	50	16	44
114	95	60	11	56	46	22	50	16	44
115	96	60	11	56	46	22	50	16	44
116	97	60	11	56	46	22	50	16	44
117	98	60	11	56	46	22	50	16	44
118	99	60	11	56	46	22	50	16	44
119	100	60	11	56	46	22	50	16	44
